Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
Bosnia and Herzegovina,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",19.516,20.415,21.786,23.047,25.148,27.03,29.433,32.031,34.48,34.46,35.129,36.188,36.622,38.14,39.293,40.922,42.675,44.833,47.59,49.727,47.54,50.164,2018
Bosnia and Herzegovina,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",4.231,2.238,4.927,3.764,6.2,4.229,5.749,6.133,5.885,-0.365,1.43,1.817,0.4,3.577,2.256,3.95,3.777,3.402,3.726,2.752,-4.903,3.682,2018
Bosnia and Herzegovina,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,4.973,3.212,0.313,0.547,0.282,3.582,6.125,6.125,1.501,7.427,-0.381,3.989,2.053,-0.093,-0.897,-1.023,-1.584,0.81,1.417,0.684,-0.64,1.373,2018
Bosnia and Herzegovina,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,7,3,-0.4,0.5,0.6,4.3,4.548,4.944,3.809,-0.025,3.076,3.047,1.803,-1.418,-0.435,-1.298,-0.534,0.716,1.582,0.752,-0.64,1.235,2018
Bosnia and Herzegovina,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Total population figures are obtained from the CBBH for the period 96-05. Estimates for 06-16 are obtained applying the growth rates published by the International Labour Organization. Latest actual data: 2018 Employment type: National definition Primary domestic currency: Convertible marka Data last updated: 04/2020,31.096,31.096,31.096,31.096,31.096,31.096,31.096,29.013,23.408,24.068,27.202,27.6,28,27.5,27.5,27.7,25.4,20.5,18.4,15.7,18,16.5,2018
Bosnia and Herzegovina,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2018 Notes: Gross debt excludes other accounts payable. Net debt  is calculated as gross debt minus currency and deposits only. Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government; State Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares; Loans",-4.637,-3.453,-2.995,-0.444,-0.184,0.76,2.149,0.174,-3.905,-5.346,-4.061,-2.73,-2.685,-1.804,-2.872,-0.197,0.346,1.814,1.658,2.216,-4.424,0.951,2018
Bosnia and Herzegovina,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-7.125,-12.844,-17.742,-19.241,-16.141,-16.867,-8.01,-9.464,-14.126,-6.428,-6.051,-9.486,-8.657,-5.328,-7.275,-5.076,-4.714,-4.352,-3.711,-3.563,-7.48,-5.549,2018
Bulgaria,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996",4.782,3.817,5.953,5.152,6.442,7.154,6.802,6.557,6.086,-3.424,0.57,2.351,0.361,0.319,1.895,3.99,3.812,3.507,3.084,3.372,-4,6.04,2019
Bulgaria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996",61.421,65.164,70.135,75.118,82.11,90.724,99.828,109.231,118.132,114.958,116.96,122.21,125.004,127.602,132.426,139.143,145.942,153.904,162.516,170.925,165.13,178.518,2019
Bulgaria,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996",3.721,7.217,6.565,5.752,6.994,7.741,7.351,7.102,6.555,-2.877,1.358,4.832,0.948,0.857,2.51,4.693,4.571,4.267,3.82,3.891,-3.45,6.68,2019
Bulgaria,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: As of 1997, the consumer price index has been replaced by HICP. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015",10.318,7.358,5.813,2.348,6.149,6.038,7.416,7.572,11.951,2.469,3.039,3.386,2.391,0.385,-1.601,-1.067,-1.323,1.188,2.631,2.457,1.029,1.948,2019
Bulgaria,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: As of 1997, the consumer price index has been replaced by HICP. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015",11.256,4.822,3.814,5.64,3.966,7.394,6.093,11.563,7.191,1.637,4.45,2.039,2.763,-0.851,-1.951,-0.896,-0.502,1.796,2.31,3.1,1,2.4,2019
Bulgaria,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: National definition Primary domestic currency: Bulgarian lev Data last updated: 04/2020,18.134,17.514,17.416,13.857,12.192,10.177,9.022,6.935,5.664,6.878,10.306,11.35,12.379,13.038,11.524,9.233,7.666,6.23,5.2,4.2,8,4.5,2019
Bulgaria,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt is calculated using the national presentation, i.e. the Government Debt Act (GDA). Net debt: gross debt, adjusted for currency depositions, debt securities, and loans of general government. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-0.605,-0.58,-0.614,0.003,1.593,2.187,3.221,3.088,2.734,-0.856,-3.794,-1.844,-0.436,-1.759,-3.665,-2.782,1.544,0.826,0.123,-0.968,-2.94,-1.422,2019
Bulgaria,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-3.114,-3.625,-0.625,-3.381,-4.277,-9.428,-15.28,-23.907,-22.094,-8.319,-1.735,0.33,-0.851,1.28,1.239,0.121,3.191,3.489,1.38,4.042,1.663,0.556,2019
Croatia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2019 Notes: The authorities produce data from 1995 only; Earlier data for the GDP and its components result from splicing.  The GDP estimates include all economic activities within the ESA 2010 production boundary, covering both registered and unregistered activities. In addition to the unregistered activities covered since the implementation of ESA 1995 in 2009, since September 2014 CBS is also covering data on illegal activities  within ESA 2010. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices. Gross domestic product (GDP) by expenditure approach is valued at market prices and gross value added (GVA) by production approach is valued at basic prices. Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No",3.749,3.347,5.116,5.64,4.16,4.314,5.001,5.266,1.76,-7.36,-1.496,-0.31,-2.238,-0.548,-0.104,2.437,3.484,3.139,2.695,2.919,-9.024,4.948,2019
Croatia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2019 Notes: The authorities produce data from 1995 only; Earlier data for the GDP and its components result from splicing.  The GDP estimates include all economic activities within the ESA 2010 production boundary, covering both registered and unregistered activities. In addition to the unregistered activities covered since the implementation of ESA 1995 in 2009, since September 2014 CBS is also covering data on illegal activities  within ESA 2010. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices. Gross domestic product (GDP) by expenditure approach is valued at market prices and gross value added (GVA) by production approach is valued at basic prices. Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No",54.66,57.728,61.642,66.327,70.947,76.313,82.554,89.236,92.572,86.413,86.112,87.639,87.321,88.366,89.908,93.057,97.296,102.24,107.554,112.623,103.111,110.323,2019
Croatia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2019 Notes: The authorities produce data from 1995 only; Earlier data for the GDP and its components result from splicing.  The GDP estimates include all economic activities within the ESA 2010 production boundary, covering both registered and unregistered activities. In addition to the unregistered activities covered since the implementation of ESA 1995 in 2009, since September 2014 CBS is also covering data on illegal activities  within ESA 2010. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices. Gross domestic product (GDP) by expenditure approach is valued at market prices and gross value added (GVA) by production approach is valued at basic prices. Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No",7.846,5.172,5.116,5.615,1.04,4.244,5.048,5.361,1.806,-7.255,-1.251,2.88,-1.94,-0.268,0.321,3.265,4.227,4.364,3.599,3.645,-8.512,5.799,2019
Croatia,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2019 Notes: The CPI follows the recommendations laid down in the ILO's Consumer Price Index Manual: Theory and Practices (2004) and the relevant EU regulations relevant to harmonized indices of consumer prices (HICP). The authorities produce data from 1995 only; Earlier data for prices result from splicing. Harmonized prices: No Frequency of source data: Monthly Base year: 2015. Since January 2016, the compilation of the CPIs has been based on the weights derived from the household expenditures from the 2014 Household Budget Survey which were updated to December 2015 prices.",4.605,3.777,1.672,1.767,2.055,3.317,3.19,2.899,6.077,2.379,1.031,2.273,3.412,2.217,-0.215,-0.464,-1.125,1.129,1.5,0.772,1.329,1.181,2019
Croatia,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2019 Notes: The CPI follows the recommendations laid down in the ILO's Consumer Price Index Manual: Theory and Practices (2004) and the relevant EU regulations relevant to harmonized indices of consumer prices (HICP). The authorities produce data from 1995 only; Earlier data for prices result from splicing. Harmonized prices: No Frequency of source data: Monthly Base year: 2015. Since January 2016, the compilation of the CPIs has been based on the weights derived from the household expenditures from the 2014 Household Budget Survey which were updated to December 2015 prices.",5.425,2.503,1.764,1.733,2.752,3.571,2.094,5.79,2.851,1.885,1.85,2.137,4.603,0.3,-0.499,-0.601,0.202,1.207,0.895,1.379,1.126,1.225,2019
Croatia,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2018. For quarterly data, latest actual is 2017Q4. Employment type: Harmonized ILO definition Primary domestic currency: Croatian kuna Data last updated: 04/2020",20.592,21.508,21.783,19.067,17.783,17.583,16.525,14.733,13.033,14.517,17.167,17.367,18.6,19.808,19.275,17.067,14.958,12.433,9.858,7.8,11.5,8,2018
Croatia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2018 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is calculated as gross debt minus deposits, loans and debt securities. Fiscal assumptions: Projections based on macro framework and authorities' medium-term fiscal guidelines. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014. Before ESA 2010 was introduced, Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-5.494,-5.723,-3.29,-4.521,-4.967,-3.666,-3.132,-2.229,-2.824,-6.048,-6.466,-7.914,-5.354,-5.337,-5.35,-3.315,-1.045,0.752,0.234,-0.046,-6.53,-2.552,2018
Croatia,Current account balance,Percent of GDP,,"Source: Central Bank. Data were historically disseminated and commented by the Croatian National Bank (www.hnb.hr) Latest actual data: 2018 Notes: Prior to 2012, includes large errors and omissions term, which correlates closely with estimated tourism receipts. Tourism receipts account for about 15 percent of GDP. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-1.438,-2.17,-6.346,-5.33,-3.4,-4.627,-6.03,-6.691,-8.363,-4.686,-0.743,-0.192,0.306,1.316,0.256,3.255,2.131,3.418,1.901,2.913,-3.985,-1.549,2018
Hungary,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate.",4.479,4.074,4.741,4.085,4.823,4.244,4.031,0.242,1.058,-6.7,0.664,1.819,-1.472,1.963,4.195,3.846,2.2,4.323,5.094,4.928,-3.1,4.2,2019
Hungary,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate.",146.126,155.415,165.359,175.309,188.711,202.846,217.41,223.791,230.558,216.752,220.734,229.444,230.403,239.048,253.686,266.184,274.857,292.139,314.5,335.752,327.41,347.813,2019
Hungary,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate.",4.796,4.299,4.999,4.423,5.082,4.44,4.248,0.352,1.27,-6.569,0.835,2.105,-0.936,2.2,4.533,4.067,2.47,4.664,5.309,4.981,-3.05,4.253,2019
Hungary,"Inflation, average consumer prices",Percent change,,Source: International Financial Institution Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,9.784,9.157,5.265,4.663,6.751,3.556,3.916,7.967,6.051,4.201,4.867,3.921,5.668,1.721,-0.222,-0.07,0.419,2.408,2.849,3.371,3.337,3.171,2019
Hungary,"Inflation, end of period consumer prices",Percent change,,Source: International Financial Institution Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,10.073,6.818,4.822,5.657,5.523,3.338,6.538,7.374,3.502,5.555,4.673,4.07,4.992,0.416,-0.927,0.889,1.844,2.14,2.749,4.033,2.988,3.092,2019
Hungary,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019. Economically active population aged 15-64. Employment type: Harmonized ILO definition Primary domestic currency: Hungarian forint Data last updated: 04/2020,6.4,5.725,5.8,5.85,6.075,7.2,7.475,7.4,7.816,10.031,11.171,11.028,11.003,10.178,7.726,6.814,5.115,4.156,3.708,3.418,5.395,3.983,2019
Hungary,General government net lending/borrowing,Percent of GDP,,Source: Ministry of Economy and/or Planning. Ministry of National Economy; Eurostat Latest actual data: 2019 Fiscal assumptions: Fiscal projections include IMF staff projections of the macroeconomic framework and fiscal policy plans announced in the 2020 budget Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Nonmonetary Financial Public Corporations;. State Government does not apply to Hungary Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans,-3.033,-4.054,-8.841,-7.118,-6.333,-7.788,-9.262,-5.032,-3.615,-4.554,-4.462,-5.242,-2.336,-2.603,-2.784,-2.014,-1.812,-2.456,-2.149,-2.048,-2.99,-1.616,2019
Hungary,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-8.503,-5.824,-6.344,-7.985,-8.542,-6.308,-6.546,-6.677,-6.757,-0.954,0.099,0.436,1.468,3.614,1.288,2.36,4.52,2.342,-0.015,-0.774,-0.123,-0.581,2019
Kosovo,"Gross domestic product, constant prices",Percent change,,Source: National Statistics Office. We have received revised National Accounts data. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. Base year changes as new data is released - previous year's prices Chain-weighted: No,n/a,11.063,-0.166,5.717,2.853,3.833,3.408,8.301,4.489,3.597,3.309,4.377,2.81,3.442,1.222,4.103,4.063,4.226,3.816,4,-5,7.5,2019
Kosovo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,Source: National Statistics Office. We have received revised National Accounts data. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. Base year changes as new data is released - previous year's prices Chain-weighted: No,7.161,8.128,8.242,8.876,9.374,10.037,10.693,11.892,12.667,13.223,13.82,14.726,15.43,16.241,16.744,17.613,18.518,19.664,20.912,22.128,21.155,23.185,2019
Kosovo,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,Source: National Statistics Office. We have received revised National Accounts data. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. Base year changes as new data is released - previous year's prices Chain-weighted: No,n/a,11.063,-2.715,3.92,-3.065,2.561,1.959,6.754,3.211,1.948,1.701,4.082,0.795,3.156,2.102,6.062,3.367,3.358,4.145,3.586,-5.378,7.072,2019
Kosovo,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2016,n/a,11.662,3.565,0.3,-1.055,-1.394,0.622,4.358,9.35,-2.41,3.481,7.336,2.477,1.767,0.429,-0.537,0.273,1.488,1.054,2.677,1.273,1.551,2019
